transaction_id,store_id,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method,customer_id
2YKCCPRHVLZ0,S012,10/16/2024 14:31,ITEM00380,Groceries,3,241.99,725.97,Cash,lqjidknw
7ZGF9Q5RDOQI,S019,10/16/2024 12:50,ITEM00289,Toys,2,406.93,813.86,Mobile,kadejnob
TCS1K9YE9O2M,S012,10/16/2024 5:15,ITEM00522,Toys,5,98.13,490.65,Cash,belrqvsl
W4VSSRURALDO,S010,10/16/2024 22:54,ITEM00486,Home,2,197.08,394.16,Card,zvgww4fy
PPOHSWQ40ZSU,S016,10/16/2024 19:07,ITEM00980,Clothing,1,96.2,96.2,Mobile,6mm1zxyv
K791ZYRRU7ZK,S019,10/16/2024 19:46,ITEM00405,Home,2,140.22,280.44,Card,kkzmpjrh
EWVIYTWBOZD1,S001,2024-10-16T20:02:15,ITEM00162,Toys,5,348.39,1741.95,Mobile,rh8lx6du
G5G79OR7875A,S019,10/16/2024 21:56,ITEM00344,Home,1,456.7,456.7,Mobile,9tr74qge
ZAMKYGVWOPLO;S004;2024-10-16T06:43:39;ITEM00489;Home;4;324.49;1297.96;Card;anqjluuj,,,,,,,,,
ELOS6ZLE6KWH,S005,10/16/2024 17:24,ITEM00766,Groceries,2,32,64,Transfer,otqtxhi1
TN7E36HTF4PY,S019,10/16/2024 17:47,ITEM00523,Toys,1,263.23,263.23,Cash,qsqcq30o
BMC97C7BO119,S014,2024-10-16T13:38:01,ITEM00392,Toys,2,289.58,579.16,Mobile,nyxtxmgt
19QZPNIQFG51,S002,10/16/2024 03:15PM,ITEM00959,Electronics,2,417.58,835.16,Card,hdbvzb0o
1F9I6UU13I59,S017,10/16/2024 8:02,ITEM00282,Electronics,2,377.44,754.88,Card,wpr97y2l
GTII4FQCOOTN,S009,10/16/2024 7:24,ITEM00081,Toys,2,150.64,301.28,Transfer,d0gjyv5g
H6K6HG0016ZZ,S013,10/16/2024 8:42,ITEM00795,Home,5,109.29,546.45,Mobile,qxlm5q20
NOUHFJ7UPFLN,S008,10/16/2024 18:10,ITEM00967,Sports,3,457.25,1371.75,Transfer,j38xrg2g
698S4C3BAEWC,S005,10/16/2024 0:19,ITEM00467,Home,4,92.84,371.36,Cash,wywrrata
KSZP7G7SIWJM,S013,10/16/2024 2:52,ITEM00416,Toys,3,268.33,804.99,Card,9iy4x41d
WZC4XL9967I6,S019,10/16/2024 17:18,ITEM00947,Electronics,5,238.53,1192.65,Transfer,6ub7l8v1
KUU4YTN02YC0;S012;2024-10-16 01:57:18;ITEM00238;Electronics;4;464.51;1858.04;Transfer;vwv8lw2q,,,,,,,,,
PYXDW2ZCFZW0,S011,10/16/2024 13:07,ITEM00006,Home,5,470.63,2353.15,Mobile,mjegqtoa
25AO20U9ISYG,S009,10/16/2024 10:57,ITEM00150,Electronics,1,298.87,298.87,Card,pprcjiwv
AO4N5PP3XVKV,S007,10/16/2024 17:26,ITEM00988,Toys,1,68.61,68.61,Transfer,kzruin3o
9G1A07H23C42,S016,10/16/2024 05:04AM,ITEM00248,Home,5,100.7,503.5,Card,z2c9ros7
8Z3V6DIXFWUX,S013,2024-10-16T12:04:23,ITEM00441,Electronics,5,19.35,96.75,Cash,dh0uyhnq
9RK7D30MM2SM,S004,10/16/2024 03:57PM,ITEM00464,Home,5,76.22,381.1,Cash,k3e4xyf9
LPQ2WGXO05QP,S001,10/16/2024 7:49,ITEM00771,Sports,2,276.4,552.8,Cash,u2tnheyr
WVM4W3ZKWDEE,S010,10/16/2024 4:15,ITEM00711,Clothing,3,298.89,896.67,Mobile,pengwyx9
G4W58RHNUXOR,S015,10/16/2024 17:47,ITEM00579,Electronics,4,145.13,580.52,Card,kjtgq01t
T9T11PHP0XI5,S002,10/16/2024 16:22,ITEM00883,Electronics,1,134.68,134.68,Mobile,5e3h0y4v
HHCMKTLZKJ49,S004,2024-10-16T04:56:11,ITEM00805,Toys,5,70.48,352.4,Cash,95e5iz31
WWNC21O0Z5QR,S019,10/16/2024 0:05,ITEM00868,Sports,4,71.94,287.76,Cash,0qxmcthp
KTE4261BW4A7,S006,10/16/2024 16:04,ITEM00982,Toys,3,162.11,486.33,Card,965k55dm
W01PDDHCVSQA,S011,2024-10-16T04:23:26,ITEM00433,Sports,2,26.84,53.68,Card,rid3dnkn
YCUVFMH07WPH,S004,16-10-24 05:05,ITEM00604,Sports,2,321.15,642.3,Mobile,mp2ixivz
XKSS0KB68RER,S020,10/16/2024 2:35,ITEM00013,,1,424.1,424.1,Transfer,e4uny181
C2SWSOZCTWJL,S017,2024-10-16T07:23:53,ITEM00160,Groceries,2,20.87,41.74,Transfer,ow4ycz04
EWBXXGAEARMS,S009,10/16/2024 6:04,ITEM00768,Home,1,462.39,462.39,Cash,1b3jczuc
4GF16YE0A4AB,S012,10/16/2024 13:56,ITEM00184,Electronics,3,28.66,85.98,Mobile,ii6l3uey
98CQK4LTAHUK,S020,10/16/2024 8:49,ITEM00606,Toys,2,402.36,804.72,Card,0t2f7atw
AX40DTIRC9ZD,S008,10/16/2024 18:55,ITEM00918,Home,1,475.54,475.54,Mobile,9dde3cup
47O3LQI7E1DD,S015,10/16/2024 16:58,ITEM00124,Groceries,2,146.55,293.1,Transfer,8hljefy3
4FZ8OBK3G84U,S018,10/16/2024 9:05,ITEM00105,Clothing,1,108.3,108.3,Cash,a39e3nwx
C9HX3D43E7B7,S014,10/16/2024 14:22,ITEM00392,Sports,3,458.8,1376.4,Mobile,ghgk5bwi
RDNPX2I9TANZ,S016,16-10-24 19:49,ITEM00353,Groceries,4,441.51,1766.04,Transfer,nglh62c9
9DXJ37C9H42M,S006,10/16/2024 6:24,ITEM00326,Sports,5,499.8,2499,Transfer,6bz8uug9
GBCVARLW3MG2,S011,10/16/2024 2:10,ITEM00601,Sports,4,271.52,1086.08,Card,1448n7od
0PXRLZU6WMX3,S013,10/16/2024 11:10AM,ITEM00302,Clothing,2,487.95,975.9,Card,088o98bv
U7F0I9G5DZX5,S015,10/16/2024 0:24,ITEM00256,Sports,5,111.23,556.15,Cash,m2zbppfo
DR5XYFC4KL8C,S006,10/16/2024 13:40,ITEM00077,Groceries,3,273.47,820.41,Cash,m96zpxvp
GZZ0JKIBU4FM,S014,10/16/2024 3:11,ITEM00678,Sports,3,103.57,310.71,Mobile,hagkc4lo
TG5NQJQIJC1Y,S003,16-10-24 12:31,ITEM00424,Groceries,3,46.48,139.44,Card,t43pt5r5
4BUSU9F8Q8GH,S007,10/16/2024 4:35,ITEM00081,Sports,1,198.01,198.01,Mobile,h3fvl03d
JQ52WSPOFV17,S004,16-10-24 20:29,ITEM00805,Home,5,163.74,818.7,Transfer,5jxurgow
6LI076A3KKRZ;S004;2024-10-16 08:17:58;ITEM00998;Sports;4;20.35;81.4;Mobile;1l0vdp6o,,,,,,,,,
3SFLSE45BG34,S008,10/16/2024 1:12,ITEM00941,Home,5,433.73,2168.65,Card,j3swebnv
MF60YKNFU84X,S007,10/16/2024 09:47AM,ITEM00526,Electronics,4,293.85,1175.4,Cash,reg2iv7z
NMJQY3ODSX4N,S020,10/16/2024 22:10,ITEM00701,Electronics,3,212.48,637.44,Mobile,c9x5jz6k
22VXYZX9JPNB,S019,10/16/2024 6:54,ITEM00731,Clothing,2,449.94,899.88,Mobile,6ys445gd
U686XII5P5NV,S015,10/16/2024 4:17,ITEM00888,Sports,3,362.87,1088.61,Cash,qheyto5f
U6QLZ2RWGWAJ,S006,16-10-24 20:58,ITEM00502,Electronics,3,205.19,615.57,Card,wwo8nbhn
A0I5LDSLCB8Q,S017,10/16/2024 21:42,ITEM00445,Sports,2,9.94,19.88,Card,m6mg87oi
ASEZ2NX1WVBD,S001,10/16/2024 01:45AM,ITEM00427,Toys,2,106.38,212.76,Mobile,ejzhyapd
E3DZEEDHHJSH,S014,10/16/2024 10:45,ITEM00562,Toys,5,303.21,1516.05,Card,yriaddur
06XQ9JB354MY,S014,10/16/2024 4:13,ITEM00777,Electronics,5,38.45,192.25,Cash,4xgmpw5d
OQ4YRP5GE094,S004,10/16/2024 15:08,ITEM00495,Groceries,2,57.8,115.6,Mobile,gnmby49e
PCXA5S00I85S,S020,10/16/2024 3:28,ITEM00745,Clothing,1,443.91,443.91,Mobile,myn4u9bx
5CRI8BIXOIQ2,S015,10/16/2024 3:12,ITEM00458,Home,4,426.08,1704.32,Cash,90aobt32
UXQM334L1VZN,S015,10/16/2024 4:09,ITEM00675,Clothing,3,445.17,1335.51,Cash,m38kszbf
VG7OQ2ZDO74V,S015,10/16/2024 04:39PM,ITEM00980,Groceries,4,54.37,217.48,Card,8a0tpv72
3DXVL5PVYIOM,S010,16-10-24 16:29,ITEM00142,Toys,5,87.65,438.25,Transfer,4tl0thhz
X8SYLEMRUYP0,S018,10/16/2024 10:24,ITEM00433,Electronics,2,490.69,981.38,Cash,afyh1fkj
TMQWYUIXNS2Z,S002,10/16/2024 13:53,ITEM00980,Sports,3,102.8,308.4,Transfer,8b0h54pi
TV18KGYGGSNP,S018,10/16/2024 9:37,ITEM00599,Home,3,377.8,1133.4,Cash,lzfflb7w
TCZS8S2FTOM5,S011,10/16/2024 12:03,ITEM00224,Groceries,4,395.16,1580.64,Mobile,939ayq6w
L68NTK63N2QB,S007,10/16/2024 11:39,ITEM00971,Electronics,1,341.59,341.59,Card,81twhwhy
Z91X70FQLDB2,S018,10/16/2024 2:33,ITEM00234,Home,2,269.34,538.68,Mobile,nwpaytxw
4MSKYVK7N3BF,S008,10/16/2024 04:57AM,ITEM00816,Groceries,5,23.71,118.55,Transfer,8fy620n8
BUOTDH00H64F,S006,10/16/2024 08:02AM,ITEM00259,Clothing,5,71.55,357.75,Cash,g24479qt
HU8MYIKCGRLX,S019,10/16/2024 5:32,ITEM00374,Home,1,126.09,126.09,Mobile,gl2zxjmy
MKTGV44FTJ5C,S003,16-10-24 00:40,ITEM00647,Electronics,4,231.96,927.84,Mobile,1hbj6txf
KQSOSX43WFSQ,S006,10/16/2024 20:37,ITEM00676,Clothing,5,366.88,1834.4,Mobile,7b1ijiys
QB9LZS34JTGX,S012,10/16/2024 09:23PM,ITEM00856,Electronics,4,235.37,941.48,Transfer,n6sm5rrv
ISKFFV3XOLEY,S016,10/16/2024 7:40,ITEM00663,Toys,2,220.51,441.02,Cash,ieves6ff
VUAZXKDQ95G3,S020,16-10-24 05:11,ITEM00841,Clothing,5,479.16,2395.8,Transfer,gy7vcnea
3VG6V5T1DX6T,S001,10/16/2024 23:38,ITEM00431,Home,5,342.5,1712.5,Cash,zp7r1m26
ERI4K5OGZ2UE,S001,10/16/2024 01:39PM,ITEM00705,Home,5,49.76,248.8,Mobile,nfxj4pnj
2RNTJLMZ04X0,S015,10/16/2024 5:53,ITEM00521,Toys,2,207.2,414.4,Transfer,2wybow23
CHCBN9WSZV83,S016,10/16/2024 15:58,ITEM00871,Sports,5,218.25,1091.25,Transfer,h2szwymx
2MOVS0CDK36M,S009,10/16/2024 08:14AM,ITEM00200,Toys,1,498.41,498.41,Mobile,ujodck82
UY8U118QQVAE,S003,10/16/2024 01:55PM,ITEM00226,Sports,5,406.76,2033.8,Card,2omtzjko
7RM6J8Y6RH05,S007,10/16/2024 8:20,ITEM00256,Groceries,3,38.94,116.82,Transfer,fd7yxw1t
L65UJG1SO1ES,S014,10/16/2024 17:24,ITEM00034,Groceries,4,186.23,744.92,Transfer,oyg9zqya
N5GJJ8MGPP1N,S013,10/16/2024 10:10,ITEM00586,Clothing,5,51.27,256.35,Card,3z2t4h20
R94SZ2KUUOYC,S009,16-10-24 17:21,ITEM00099,Toys,1,89.13,89.13,Transfer,jmu3momy
XG2MYR06NKWF,S006,16-10-24 23:19,ITEM00346,Toys,5,288.37,1441.85,Mobile,4cfilkjx
70SQG4EIJ00H,S013,10/16/2024 3:45,ITEM00960,Toys,4,390.71,1562.84,Cash,ao1cjfx5
PESGBM65Q57T,S005,10/16/2024 19:38,ITEM00612,Toys,2,369.06,738.12,Mobile,sxlmt2pn
S1EKTYR1K12V;S001;2024-10-16 19:57:35;ITEM00422;Groceries;3;6.27;18.81;Mobile;of0onjpi,,,,,,,,,
YK03O4GKWWJW,S007,10/16/2024 11:40,ITEM00051,Groceries,5,403.98,2019.9,Cash,gdjz0ifr
RNZBC1FJOTG6,S009,16-10-24 13:53,ITEM00125,Sports,3,393.08,1179.24,Card,n9i9h0dx
LLWB7SJWH55H,S004,10/16/2024 08:35AM,ITEM00333,Electronics,4,341.04,1364.16,Card,2voi8uyy
RYM81CMFTDRL,S018,16-10-24 23:28,ITEM00825,Toys,1,125.11,125.11,Card,an0jbzut
M0J36TCFKJNA,S017,10/16/2024 01:48PM,ITEM00905,Electronics,5,94.13,470.65,Transfer,1izxtnsr
OLDXB7GBDGBX,S013,10/16/2024 23:57,ITEM00639,Sports,5,142.28,711.4,Transfer,bhza7x73
0632CWT04CHS,S004,10/16/2024 8:24,ITEM00195,Clothing,1,181.1,181.1,Card,u8uu01uy
GGOMF9PML9LN,S014,10/16/2024 11:46AM,ITEM00577,Groceries,4,441.53,1766.12,Card,nt0mq8ab
9KKH4A3YJTU7,S005,10/16/2024 3:25,ITEM00365,Clothing,1,259.29,259.29,Card,j6ijkuuh
G3YU6VK0UCC1,S012,10/16/2024 15:48,ITEM00889,Electronics,3,396.66,1189.98,Card,047wwbsl
HB0OQVSHKOEC,S019,10/16/2024 1:47,ITEM00269,Electronics,3,251.7,755.1,Mobile,s1eeurxh
C1L7DYPMLVAK,S012,16-10-24 22:26,ITEM00823,Toys,5,123.88,619.4,Card,p7iyf0d0
53AYEQAHTHSJ,S016,10/16/2024 10:41PM,ITEM00145,Sports,5,463.44,2317.2,Cash,n6sjchzj
XX6MDK5N9SZ6,S016,10/16/2024 21:44,ITEM00191,Clothing,1,34.23,34.23,Mobile,uzb7kr0a
I9S3W563BTKF,S013,10/16/2024 23:55,ITEM00748,Toys,3,312.99,938.97,Card,puplvqex
LZSE99F77LU8,S004,10/16/2024 6:42,ITEM00901,Clothing,2,431.43,862.86,Cash,15oop767
G1WJUIIYMYRS,S020,10/16/2024 05:04PM,ITEM00383,Clothing,2,54.28,108.56,Mobile,regb1ajo
C795RLQIOB0N,S011,10/16/2024 02:21PM,ITEM00761,Groceries,2,379.13,758.26,Cash,sq3b9so0
8GP51KFK7Y6Q,S015,10/16/2024 03:17AM,ITEM00116,Clothing,5,382.81,1914.05,Card,olaq665d
EEQNSN2S8NN1,S011,10/16/2024 20:35,ITEM00884,Clothing,2,359.47,718.94,Card,5gzpl1qw
A1ARR3VRHXQP,S020,10/16/2024 21:50,ITEM00904,Groceries,2,480.26,960.52,Transfer,wu3bfxb4
7BPGYVYV2GQU,S002,16-10-24 03:23,ITEM00331,Home,5,149.92,749.6,Mobile,314cqe4l
WD0W9RY79KVL,S017,2024-10-16T20:56:25,ITEM00363,Clothing,2,$348.22 ,$N/A,Mobile,swrgvz9a
MUWAHK2LSLAY,S011,10/16/2024 02:25PM,ITEM00631,Electronics,4,207.61,830.44,Card,g47rrbef
Q37CSUYTAUL6,S012,2024-10-16T02:24:38,ITEM00288,Electronics,5,448.07,2240.35,Transfer,9w4uov51
JD5N3KSGNBHD,S017,16-10-24 00:54,ITEM00927,Groceries,3,355.21,1065.63,Card,g70s1f53
BN5ELB45L6D1,S010,10/16/2024 0:49,ITEM00320,Sports,N/A,103.39,206.78,Card,lgjlpefj
LFZKICWMPEQY,S004,10/16/2024 13:57,ITEM00437,Toys,5,175.81,879.05,Card,z6wyqmlh
71UD2ZDLX1Q8,S005,10/16/2024 22:27,ITEM00373,Toys,5,40.19,200.95,Card,zx25qbrm
MUSOZDUCKQVI,S008,10/16/2024 19:57,ITEM00494,Toys,2,141.85,283.7,Cash,m3v2p2ti
Z4EVLDQLOVYV,S013,10/16/2024 11:55,ITEM00677,Electronics,1,369.94,369.94,Cash,hfu131xq
HYLU6K7P9MDA,S017,16-10-24 14:42,ITEM00873,Home,5,289.39,1446.95,Cash,ntbz3m55
LNNTXRGN74F9,S005,10/16/2024 4:53,ITEM00664,Electronics,5,197.74,988.7,Card,zrp9dxoq
WQP3NIPAR0ZJ,S018,10/16/2024 20:59,ITEM00039,Groceries,5,465.23,2326.15,Mobile,zeryf099
SVIWXYYTUW6T,S001,10/16/2024 17:04,ITEM00928,Toys,4,258.96,1035.84,Transfer,p82kb700
UUXK0AREC2JW,S009,10/16/2024 9:21,ITEM00115,Groceries,1,315.02,315.02,Card,60xng2ig
DF7FR91IPWH0,S012,10/16/2024 01:58AM,ITEM00774,Electronics,1,172.08,172.08,Cash,gok01tnz
PK2NLT8DTM4V,S009,10/16/2024 12:11,ITEM00822,Electronics,2,265.69,531.38,Transfer,xo100vhm
AACOSYM0JBWC,S020,10/16/2024 23:54,ITEM00223,Groceries,2,157.32,314.64,Cash,ze4ex6u8
Q7W7JP61LFC1,S013,10/16/2024 14:08,ITEM00062,Home,2,127.41,254.82,Transfer,gc9hoxdt
,,,,,,,,,
9MKB9XN4M41K,S007,10/16/2024 6:25,ITEM00991,Toys,5,268.12,1340.6,Card,kodyr5pg
VRCTLT4Q9BC2,S002,,ITEM00827,Sports,1,$360.15 ,$360.15 ,Mobile,75t0ic0r
BL2QGV3DR2H2,S014,16-10-24 12:16,ITEM00756,Sports,1,86.95,86.95,Mobile,l9ue421v
1GNFIUE2WNF5,S003,10/16/2024 0:13,ITEM00949,Electronics,1,137.67,137.67,Transfer,o31yhxso
VZWD3KPUG99W,S018,10/16/2024 18:28,ITEM00789,Sports,5,346.15,1730.75,Card,jg2y8rgy
PM21B07G2RE6,S015,10/16/2024 21:34,ITEM00430,Clothing,3,143.25,429.75,Transfer,idiioh6c
F7QNEZW9HEYC,S005,10/16/2024 4:02,ITEM00470,Toys,1,445.35,445.35,Card,1hkf286u
4R9V4K00ILU6,S019,10/16/2024 5:25,ITEM00920,Electronics,2,44.15,88.3,Mobile,9bq1btr2
C1YOHMI9AYFQ,S019,10/16/2024 21:15,ITEM00466,Toys,4,248.15,992.6,Card,5o2nqw4c
K1ZWUHYWM7S6,S012,10/16/2024 1:52,ITEM00375,Toys,3,265.93,797.79,Cash,nguczh9i
15Z11L6SPBNQ;S017;16-10-24 19:10;ITEM00482;Sports;4;368.95;1475.8;Transfer;qnyy95g5,,,,,,,,,
K8DJZR5SWK8T,S005,10/16/2024 17:15,ITEM00455,Sports,4,449.07,1796.28,Cash,kc5i8xom
XTTQU6L2INK4,S005,10/16/2024 12:51,ITEM00980,Clothing,3,243.59,730.77,Card,zk94yxfi
PNHZX9FQ9TEA,S016,10/16/2024 5:17,ITEM00951,Home,3,287.69,863.07,Card,a09lzrk7
207MERBYEAWH,S012,10/16/2024 3:22,ITEM00623,Sports,5,333.78,1668.9,Card,vh7katqy
RVSCYOZPNAML,S015,10/16/2024 20:25,ITEM00746,Toys,5,197.82,989.1,Mobile,2k38p6fv
9SM7VNAWJGQU,S005,10/16/2024 7:15,ITEM00391,Home,2,152.31,304.62,Mobile,b34kuqaa
XKG6XB1R8VNR,S014,10/16/2024 09:23AM,ITEM00488,Sports,4,62.96,251.84,Cash,n0ajufqy
P6MKT7S1GD1T,S011,10/16/2024 10:57,ITEM00715,Sports,1,137.06,137.06,Transfer,du3asnrm
S32UY84ZZ2P6,S004,10/16/2024 4:46,ITEM00492,Home,1,109.72,109.72,Transfer,yfp9s8gk
4FIEECY2C11B,S004,16-10-24 01:11,ITEM00526,Groceries,1,111.96,111.96,Cash,q6bkadev
MD478MFS0IUD,S019,10/16/2024 0:30,ITEM00733,Clothing,2,93.21,186.42,Transfer,g1a0774r
8GMNHIE9EDE1,S010,10/16/2024 08:17PM,ITEM00085,Home,2,220.39,440.78,Mobile,ekvl9ptk
627NAYYOSYEO,S019,10/16/2024 03:42AM,ITEM00914,Clothing,2,428.53,857.06,Cash,nhh4oipr
127MY89SFQER,S008,10/16/2024 22:52,ITEM00031,Electronics,5,297.23,1486.15,Cash,3ragvlkw
2HXRJM4T8BP6,S013,10/16/2024 16:23,ITEM00386,Toys,5,384.02,1920.1,Mobile,bgx25fpl
RTTQUFCJVNY1,S010,10/16/2024 11:40,ITEM00605,Electronics,1,284.86,284.86,Card,4m0a6mdm
IILDY5EGTBXP,S017,10/16/2024 15:20,ITEM00713,Toys,3,29.17,87.51,Cash,9nou3dym
K8HW9C4HJKU2,S020,10/16/2024 03:20AM,ITEM00593,Electronics,3,84.15,252.45,Transfer,jutpmc3s
OJSYT5WSGRX3,S015,10/16/2024 9:45,ITEM00546,Groceries,5,157.36,786.8,Mobile,70chqi01
