transaction_id,store_id,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method
XCTQRA3JKP79,S002,2025-06-12 08:08:44,ITEM00449,Sports,5,381.04,1905.20,Mobile
O69T81E6B390,S002,2025-06-12 14:35:12,ITEM00567,Clothing,2,496.42,992.84,Mobile
JBYBE9FAMYJD,S008,2025-06-12 19:23:05,ITEM00911,Groceries,4,345.98,1383.92,Cash
J7XO5LUM4D5C,S004,06/12/2025 08:01AM,ITEM00276,Electronics,1,449.68,449.68,Mobile
LY8X66TQYUPF,S008,12-06-25 18:59,ITEM00437,Home,3,256.99,770.97,Card
980Z94QH8EEA,S016,06/12/2025 08:17AM,ITEM00565,Sports,3,104.34,313.02,Cash
RGCR31446X0W,S005,12-06-25 07:28,ITEM00673,Toys,4,437.22,1748.88,Card
N4PAOP60QW1E,S017,2025-06-12 13:54:20,ITEM00053,Groceries,5,99.36,496.80,Card
AB4F5J4X4P7Z,S001,2025-06-12 14:44:32,ITEM00975,Toys,4,345.85,1383.40,Transfer
YSQNPMIDYWFR,S012,2025-06-12 12:13:37,ITEM00438,Home,4,184.25,737.00,Card
KL5YO9G89ZC3,S003,12-06-25 18:02,ITEM00518,Toys,3,136.61,409.83,Mobile
MHUI99LLCA3U,S007,2025-06-12 03:06:36,ITEM00800,Electronics,1,337.69,337.69,Mobile
6SADVSYHEGKJ,S004,06/12/2025 08:20PM,ITEM00245,Home,1,46.57,46.57,Card
K19WPDW8O83B,S004,2025-06-12 07:57:55,ITEM00556,Toys,5,434.56,2172.80,Cash
8DU86KKSGKDT,S014,2025-06-12 11:19:34,ITEM00212,Sports,2,370.51,741.02,Mobile
DXK4BIEQOHBW,S013,2025/06/12 10:35:14,ITEM00077,Groceries,5,24.43,122.15,Cash
13Y0EDA7CNMI,S010,2025-06-12 09:13:43,ITEM00663,Clothing,5,146.50,732.50,Mobile
F7HNW8YLE33Q,S015,2025/06/12 09:31:52,ITEM00880,Electronics,5,195.42,977.10,Mobile
07UWWJU0C9K7,S019,2025-06-12 08:45:27,ITEM00246,Groceries,3,178.12,534.36,Transfer
771VBTX8DWF8,S012,2025/06/12 18:39:18,ITEM00156,Electronics,2,475.23,950.46,Card
MTBD3SJW11TT,S003,2025-06-12T23:45:25,ITEM00441,Groceries,2,205.11,410.22,Mobile
XB1TFQITUW19,S017,2025-06-12 21:02:33,ITEM00491,Toys,1,472.18,472.18,Transfer
HTL8SB85KMTP,S017,2025-06-12 22:16:08,ITEM00699,Home,5,441.28,2206.40,Transfer
7TK01TXLB1PM,S017,2025-06-12 17:25:47,ITEM00037,Home,5,441.14,2205.70,Mobile
P8JAHOV99C00,S019,2025-06-12 06:24:25,ITEM00921,Electronics,2,21.09,42.18,Mobile
LAKHT9FK0VWX,S009,06/12/2025 03:53AM,ITEM00208,Home,5,345.70,1728.50,Mobile
MF9L36W7TVBQ,S013,2025-06-12T17:46:00,ITEM00061,Groceries,1,475.87,475.87,Cash
G5D5A915KXSX,S004,2025-06-12 10:48:43,ITEM00223,Home,5,77.44,387.20,Transfer
IM6TXRRC33I5,S009,2025-06-12 18:11:16,ITEM00568,Toys,4,143.89,575.56,Card
H34J44Y5HJ4H,S019,2025-06-12 14:59:18,ITEM00864,Toys,3,415.31,1245.93,Cash
NJM02XK2E4R6,S001,06/12/2025 03:33AM,ITEM00662,Sports,1,221.51,221.51,Cash
LDJ2QL5U07W1,S013,2025/06/12 05:41:42,ITEM00762,Sports,5,363.01,1815.05,Cash
GS9K00UE7U71,S011,2025/06/12 03:57:05,ITEM00013,Home,3,440.75,1322.25,Mobile
J7D3YCJXQHZJ,S005,2025-06-12T11:41:07,ITEM00919,Home,5,319.74,1598.70,Cash
UNDU7X719NY3,S015,2025-06-12T00:23:22,ITEM00288,Toys,5,238.50,1192.50,Transfer
XGYAA32UTCGV,S007,2025-06-12 18:24:18,ITEM00433,Clothing,4,380.71,1522.84,Transfer
EC6722417DPD,S013,06/12/2025 01:53PM,ITEM00678,Home,1,450.85,450.85,Transfer
1FSQHJOFPC6X,S004,06/12/2025 08:38AM,ITEM00045,Groceries,3,130.62,391.86,Card
6N6HSXPZLC8F,S015,2025-06-12 12:00:45,ITEM00438,Groceries,3,37.19,111.57,Card
0GP5TV2XSZH6,S018,2025-06-12 13:35:32,ITEM00706,Groceries,4,473.89,1895.56,Mobile
AFHDK4YM68V1,S006,2025-06-12 16:19:27,ITEM00802,Clothing,2,292.14,584.28,Transfer
ZGGOBNHCFR3P,S015,2025-06-12 10:29:15,ITEM00400,Clothing,2,257.54,515.08,Cash
J4ROFEQ8WOXX,S005,2025-06-12 20:42:57,ITEM00628,Sports,3,25.42,76.26,Cash
O4SNAGPK57JE,S003,2025-06-12 23:59:20,ITEM00249,Electronics,1,481.15,481.15,Mobile
Q0TCJAO5UAOU,S016,2025-06-12T11:58:20,ITEM00326,Clothing,1,386.40,386.40,Mobile
4QV1MCJYHSZ1,S001,06/12/2025 09:11AM,ITEM00805,Electronics,1,309.07,309.07,Transfer
4S4MXO5D24NP,S007,06/12/2025 03:05AM,ITEM00420,Sports,1,484.31,484.31,Transfer
46FYPW2KZDJK,S017,2025-06-12 02:19:47,ITEM00541,Groceries,5,483.36,2416.80,Mobile
YDTTUJZ3QUFS,S001,2025-06-12 19:16:01,ITEM00656,Toys,4,15.93,63.72,Card
A14X784M15CE,S018,2025-06-12 13:39:08,ITEM00523,Groceries,3,412.20,1236.60,Mobile
TT81F9QXZVPY,S007,06/12/2025 08:45PM,ITEM00308,Sports,1,479.89,479.89,Cash
Q045OKCG3XN5,S002,2025/06/12 23:22:29,ITEM00995,Groceries,5,411.46,2057.30,Card
NO4CA5CSZJWF,S016,2025-06-12 22:53:44,ITEM00069,Electronics,4,310.17,1240.68,Card
C59FKL7NZ4RQ,S018,2025-06-12 22:09:40,ITEM00604,Groceries,5,160.62,803.10,Cash
UYVHMCSH75UU,S008,12-06-25 15:31,ITEM00606,Home,3,349.23,1047.69,Transfer
Q1VIZHTFO0QS,S006,2025/06/12 22:01:03,ITEM00690,Sports,3,475.91,1427.73,Cash
IF0GB613WMFX,S017,2025-06-12 01:28:57,ITEM00760,Electronics,5,329.86,1649.30,Cash
K8RR2GSO8N0A,S012,2025-06-12 04:51:44,ITEM00243,Electronics,1,74.13,74.13,Transfer
M92IX2N92TGW,S006,12-06-25 11:39,ITEM00579,Home,5,21.93,109.65,Transfer
1M4RAG6KB9D1,S007,12-06-25 06:31,ITEM00326,Sports,4,348.34,1393.36,Transfer
03BO0E8O0B9J,S011,2025-06-12 06:49:15,ITEM00385,Toys,3,149.27,447.81,Transfer
DF4Y1NUVLMN1,S015,2025-06-12 10:40:18,ITEM00705,Electronics,1,345.03,345.03,Cash
5GWGGL2LIWIX,S015,2025-06-12 12:04:31,ITEM00846,Clothing,-4,248.48,1242.40,Mobile
UM75F4BMX2ZF,S013,2025-06-12 20:49:41,ITEM00492,Electronics,3,51.28,153.84,Cash
CDFCQ35PJ51D,S005,12-06-25 07:34,ITEM00671,Toys,1,298.35,298.35,Mobile
HCZQF1UHFSRW,S016,2025-06-12 02:55:16,ITEM00399,Electronics,2,208.57,417.14,Mobile
ZBQI3NMH16AF,S003,2025-06-12 05:51:30,ITEM00514,Groceries,2,92.65,185.30,Cash
WH9TA2CXO7P6,S002,2025-06-12 20:18:12,ITEM00902,Clothing,5,411.79,2058.95,Transfer
LM6595RFLJM3,S010,2025-06-12 08:22:07,ITEM00150,Clothing,5,181.96,909.80,Transfer
ZT9LQPLR6EN5,S001,06/12/2025 05:33AM,ITEM00282,Electronics,1,205.25,205.25,Card
33PDTSWW6VT9,S006,2025/06/12 06:56:40,ITEM00116,Groceries,3,298.92,896.76,Mobile
QXDGERHBV9MY,S009,2025-06-12 20:42:09,ITEM00136,Groceries,1,150.33,150.33,Cash
Y7LK3BK0U34H,S006,2025-06-12 13:56:54,ITEM00842,Sports,2,294.20,588.40,Cash
YPEE9N611MBA,S009,06/12/2025 08:02PM,ITEM00849,Electronics,4,184.65,738.60,Mobile
WDQ7I5ZSSIRP,S002,12-06-25 10:55,ITEM00359,Sports,2,310.93,621.86,Cash
37L9THN45S26,S010,2025-06-12 12:15:28,ITEM00014,Clothing,5,247.20,1236.00,Cash
YLXJDIPCTNRM,S013,2025-06-12 23:39:38,ITEM00967,Groceries,5,315.09,1575.45,Transfer
53RZ6UVUTBAM,S010,06/12/2025 08:39AM,ITEM00100,Home,2,360.94,721.88,Mobile
YD0807KNN2XI,S016,2025/06/12 15:35:22,ITEM00826,Electronics,2,23.71,47.42,Cash
K3MS0TPS7KQZ,S013,2025-06-12 16:28:01,ITEM00872,Electronics,5,268.82,1344.10,Card
X143ROPBG3FK,S011,06/12/2025 07:01PM,ITEM00176,Sports,5,480.96,2404.80,Card
RTSV46SZ6O5R,S004,2025/06/12 09:15:35,ITEM00081,Toys,1,429.23,429.23,Mobile
19FWPA4RLUCD,S016,2025-06-12 13:20:31,ITEM00152,Electronics,1,267.54,267.54,Transfer
5LYBEHG1M1TZ,S015,06/12/2025 05:36AM,ITEM00161,Groceries,4,204.82,819.28,Transfer
T3ZA2EDY6CQN,S020,2025-06-12 16:01:35,ITEM00942,Toys,3,380.61,1141.83,Transfer
N4X3R7HH0SI3,S020,2025-06-12 02:46:00,ITEM00569,Home,3,153.57,460.71,Card
VVHFZKV5AA7U,S001,2025-06-12 16:27:44,ITEM00543,Groceries,4,136.96,547.84,Cash
BVW85KJYCM87,S019,06/12/2025 09:24PM,ITEM00643,Groceries,2,379.18,758.36,Cash
9SLLMSM7DA11,S009,2025-06-12 23:39:15,ITEM00831,Toys,5,344.33,1721.65,Cash
9RFAW04NQVPT,S007,2025-06-12 22:52:58,ITEM00191,Sports,5,398.07,1990.35,Mobile
OQHQ9Y8CQ1F6,S001,2025-06-12 12:52:02,ITEM00741,Toys,2,336.71,673.42,Transfer
3GMQ9IUQNIPN,S008,2025-06-12 08:53:07,ITEM00823,Sports,1,55.00,55.00,Transfer
YNUELFP9HWPS,S003,06/12/2025 09:55AM,ITEM00948,Clothing,3,152.72,458.16,Mobile
87N5CMSZ5TJR,S015,06/12/2025 11:59PM,ITEM00026,Clothing,2,478.48,956.96,Mobile
MBGMUVZBFAUY,S017,2025-06-12T17:25:13,ITEM00506,Groceries,5,52.18,260.90,Cash
U1PINWPFF2XZ,S003,2025-06-12 17:13:21,ITEM00682,Clothing,2,31.34,62.68,Mobile
DCZT8SI6HKFO,S009,2025-06-12 05:09:45,ITEM00833,Electronics,3,353.62,1060.86,Cash
6QF8SY1VU2AE,S010,2025-06-12 23:05:21,ITEM00575,Sports,2,200.52,401.04,Transfer
RRE8PWE72T07,S014,2025-06-12 13:48:37,ITEM00660,Toys,4,461.25,1845.00,Mobile
D85YW4H2INCU;S016;2025-06-12T10:18:56;ITEM00754;Clothing;4;317.8;1271.2;Card
NUVNUHHGKD1W,S009,2025-06-12 09:50:10,ITEM00470,Sports,5,348.23,1741.15,Transfer
PXU20VSVBCLX,S010,12-06-25 02:08,ITEM00221,Sports,5,181.93,909.65,Transfer
1VQ9YUNB9WPL,S013,2025-06-12 16:18:06,ITEM00427,Groceries,3,46.17,138.51,Mobile
273N3BYAFB7C,S015,12-06-25 05:04,ITEM00185,Home,1,78.80,78.80,Cash
NHFOOK7V7B2D,S002,2025-06-12 17:14:02,ITEM00129,Sports,4,300.94,1203.76,Cash
YNRXGQ3M0RIX;S006;2025-06-12 18:42:24;ITEM00257;Clothing;2;132.78;265.56;Cash
HC552AOL5TU2;S009;12-06-25 03:31;ITEM00485;Home;3;136.41;409.23;Card
RB5R0WIQBRKL,S014,2025-06-12 17:34:07,ITEM00315,Sports,5,92.17,460.85,Cash
NGCO4C694TO0,S004,2025-06-12 23:03:08,ITEM00456,Toys,1,356.70,356.70,Cash
5BZF0ZRFOGLT,S004,2025/06/12 11:31:34,ITEM00990,Clothing,1,106.73,106.73,Card
TJXF30PUBCMO;S004;2025-06-12 09:44:03;ITEM00473;Electronics;1;368.14;368.14;Cash
DBR5Z4BRMR68,S020,2025-06-12 17:05:04,ITEM00225,Clothing,1,392.55,392.55,Transfer
JG1OU8ISJ08V,S016,2025-06-12 01:47:51,ITEM00846,Sports,5,344.14,1720.70,Card
MQISP06UWEHL,S013,06/12/2025 02:41PM,ITEM00935,Clothing,5,238.98,1194.90,Card
F8OXVGVPP8VP,S003,2025-06-12 10:18:46,ITEM00911,Groceries,1,24.41,24.41,Mobile
9TGJTAOEVLK5,S016,12-06-25 20:35,ITEM00545,Sports,3,446.82,1340.46,Mobile
5L3V7724NY8N,S012,12-06-25 00:39,ITEM00615,Home,5,159.23,796.15,Card
Q6GXB3DIEBYF,S020,12-06-25 11:03,ITEM00747,Home,1,385.50,385.50,Mobile
WS5JZLKQOBRB,S010,2025-06-12 00:10:03,ITEM00964,Clothing,5,195.40,977.00,Mobile
XIINHNYL1FTY,S006,2025/06/12 18:06:39,ITEM00837,Sports,3,336.55,1009.65,Transfer
BD0FI9J0R7WU,S012,12-06-25 05:57,ITEM00563,Groceries,5,135.24,676.20,Cash
VVSBK58VXC9A,S001,2025-06-12T04:14:52,ITEM00384,Groceries,2,291.56,583.12,Cash
S4D6Q0UUKNMX,S010,2025/06/12 23:21:02,ITEM00685,Sports,4,314.27,1257.08,Card
7U8KEBXUKXM9,S010,2025-06-12 08:28:55,ITEM00615,Groceries,3,83.53,250.59,Cash
PA3OJEIZA1XC,S012,06/12/2025 02:23AM,ITEM00779,Home,5,213.32,1066.60,Cash
QNOBVDWP1I1F,S007,2025-06-12 15:58:15,ITEM00218,Electronics,5,477.05,2385.25,Mobile
BIX1IPUMO6U3,S016,2025-06-12 01:20:05,ITEM00810,Electronics,5,223.57,1117.85,Card
K1W18RI65H63,S012,12-06-25 03:32,ITEM00395,Groceries,4,84.76,339.04,Cash
60OHKJ6FFZ5U,S011,2025-06-12T03:49:44,ITEM00384,Clothing,2,404.93,809.86,Transfer
0H5IZAOIRCY4,S003,12-06-25 22:07,ITEM00177,Clothing,3,345.94,1037.82,Transfer
6T7RLMZ40KYF,S014,06/12/2025 05:30PM,ITEM00688,Home,1,456.78,456.78,Card
V2RKQK54MW66,S017,2025-06-12 14:54:59,ITEM00314,Groceries,4,83.71,334.84,Transfer
8ZKNSY60IWHD,S013,2025-06-12 17:09:09,ITEM00715,Electronics,4,271.95,1087.80,Card
R0O9TY917VOF,S007,2025-06-12 03:27:46,ITEM00985,Electronics,4,309.15,1236.60,Cash
514408LN2724,S012,2025-06-12 14:57:25,ITEM00217,Groceries,1,422.13,422.13,Card
S12R5DP5PE1Y,S006,06/12/2025 11:19AM,ITEM00834,Electronics,3,238.62,715.86,Cash
NPAGBDQNY0X9,S019,2025-06-12 08:55:38,ITEM00470,Clothing,2,18.55,37.10,Cash
GKNENC97EXP9,S011,06/12/2025 01:33AM,ITEM00554,Electronics,1,195.07,195.07,Cash
PTTRJHCAKZZE,S017,06/12/2025 06:25AM,ITEM00317,Clothing,1,141.21,141.21,Mobile
QWDQ6LPWLFNB,S017,12-06-25 07:12,ITEM00359,Sports,2,15.65,31.30,Mobile
YBRU854K8YWN,S015,2025/06/12 19:56:17,ITEM00266,Toys,2,37.29,74.58,Mobile
REP7R0U07W3X,S002,06/12/2025 11:24AM,ITEM00487,Sports,5,391.25,1956.25,Cash
2ER8YZ7ORMFM,S005,2025-06-12 10:43:00,ITEM00228,Clothing,2,8.99,17.98,Mobile
QXCDAC4K8AGB,S014,2025-06-12 00:17:25,ITEM00482,Groceries,5,373.33,1866.65,Cash
CB5VDVIUINII,S011,06/12/2025 06:49PM,ITEM00181,Toys,2,261.53,523.06,Transfer
CXFCBYFWXW6H,S020,06/12/2025 02:05PM,ITEM00041,Toys,1,53.92,53.92,Card
UX3U4XYDR4XL,S005,2025-06-12 07:10:54,ITEM00551,Sports,1,78.05,78.05,Transfer
8M138F5J2MLN,S010,2025-06-12 21:04:44,ITEM00787,Groceries,5,406.56,2032.80,Mobile
LMFKYC5ET0SS,S014,06/12/2025 03:12AM,ITEM00534,Toys,4,66.99,267.96,Card
64MXU8NIHJUP,S004,2025-06-12 22:08:07,ITEM00755,Sports,3,68.74,206.22,Cash
QH9UG0PC7HZN,S004,06/12/2025 11:59AM,ITEM00641,Sports,2,261.61,523.22,Mobile
XBE9QZJWMJMB,S006,2025/06/12 02:07:22,ITEM00685,Electronics,2,453.48,906.96,Mobile
3IAYJL86FZ47,S001,2025-06-12T17:17:18,ITEM00720,Clothing,1,175.73,175.73,Cash
1711IVWBW5RZ,S013,2025-06-12 12:23:39,ITEM00501,Toys,5,263.64,1318.20,Transfer
3WMRDO89LAW8,S017,2025-06-12 23:23:56,ITEM00247,Sports,1,211.87,211.87,Transfer
WA8JVYL4ZLS4,S003,2025-06-12 06:55:47,ITEM00114,Clothing,4,147.24,588.96,Mobile
OTCYPJBQSLF4,S018,06/12/2025 03:59PM,ITEM00198,Toys,5,314.49,1572.45,Card
2EPDIJ1KGCVK,S004,2025/06/12 13:03:28,ITEM00002,Sports,5,368.87,1844.35,Mobile
WYC83ISOTU4U,S020,12-06-25 22:00,ITEM00164,Groceries,2,182.73,365.46,Transfer
4JDVDWYG4VDI,S009,2025-06-12 12:14:24,ITEM00977,Home,2,86.04,172.08,Card
YFQHJCWLCKSA,S012,2025/06/12 13:04:25,ITEM00984,Sports,2,27.87,55.74,Cash
NR1H3IJWXFUK,S018,2025-06-12 08:00:45,ITEM00974,Toys,4,143.39,573.56,Transfer
XHWOC06ABWNK,S007,06/12/2025 09:59PM,ITEM00731,Groceries,2,117.66,235.32,Cash
IA793VOPWC3Q,S017,2025-06-12 06:52:53,ITEM00656,Home,4,79.24,316.96,Card
FCTCV812JJ8L,S005,06/12/2025 11:04AM,ITEM00542,Groceries,3,337.51,1012.53,Card
6ANK74NKWZMS,S018,2025-06-12T11:35:21,ITEM00920,Electronics,3,192.89,578.67,Cash
13JSYYJWYW39,S016,06/12/2025 02:48PM,ITEM00091,Groceries,1,423.45,423.45,Mobile
YOV0TM5JYCWE,S010,2025-06-12 01:54:17,ITEM00663,Electronics,5,308.77,1543.85,Cash
C8TJTVSHTRXS,S007,2025/06/12 04:23:47,ITEM00275,Electronics,4,97.74,390.96,Mobile
1WKZKA3E06VH,S016,2025-06-12 01:49:32,ITEM00275,Toys,5,420.31,2101.55,Card
X8N2IAD32Y05,S019,2025-06-12 22:51:36,ITEM00664,Clothing,2,175.63,351.26,Transfer
W5254S3O9BO3,S014,2025-06-12 10:20:05,ITEM00264,Home,2,371.71,743.42,Mobile
40PZURKY9YP1,S012,2025-06-12 16:21:22,ITEM00591,Home,2,192.44,384.88,Transfer
WOSX7FQGMQQF;S020;12-06-25 18:45;ITEM00516;Toys;2;480.99;961.98;Card
BLRSSUY6KAZ7,S002,06/12/2025 05:14PM,ITEM00660,Toys,5,139.38,696.90,Mobile
SAHT65BBRK99,S004,2025-06-12 05:36:34,ITEM00381,Clothing,2,475.75,951.50,Card
XQJI2GJIH8HI,S012,2025-06-12 03:42:18,ITEM00400,Groceries,5,81.44,407.20,Mobile
PM490VI0AOQX,S004,2025-06-12 15:28:10,ITEM00696,Toys,3,106.60,319.80,Transfer
QOZ36SY0OCUL,S008,2025-06-12 20:55:19,ITEM00022,Home,1,156.98,156.98,Cash
L621V2ZV9HDE,S020,2025-06-12 08:57:37,ITEM00806,Sports,2,84.56,169.12,Transfer
3CJM7KW3SPKS,S013,2025-06-12 06:47:16,ITEM00909,Clothing,2,464.72,929.44,Cash
D2A8JWAYLJCB,S010,2025-06-12 15:00:12,ITEM00539,Electronics,3,375.99,1127.97,Transfer
3QS4GGP3M0R2,S006,12-06-25 21:21,ITEM00903,Home,4,9.28,37.12,Transfer
4US8GUE4TQNV,S020,2025-06-12 22:12:59,ITEM00568,Sports,3,183.18,549.54,Transfer
Q3RL8QXN30ED,S009,06/31/2024 12:00,ITEM00391,Groceries,2,382.93,765.86,Transfer
OOP7SL1JEIX1,S019,2025/06/12 06:06:09,ITEM00673,Toys,5,111.10,555.50,Cash
KOJ1VT4V7D4R,S008,2025-06-12 10:23:29,ITEM00082,Groceries,4,191.47,765.88,Mobile
JD16DUPWDPEK,S012,2025-06-12 22:30:38,ITEM00477,Electronics,5,212.48,1062.40,Card
926SWHIBZ3K0,S003,06/12/2025 07:01PM,ITEM00825,Home,5,137.84,689.20,Cash
SZXSKUBH0Y8N,S004,12-06-25 06:29,ITEM00685,Home,4,14.47,57.88,Cash
TMYSJJEFSRDK,S003,2025-06-12 04:46:14,ITEM00545,Toys,5,10.45,52.25,Cash
ST5KBNA6WSDP,S012,2025-06-12 00:33:22,ITEM00789,Groceries,5,62.85,314.25,Card
OL3WSP5240SF,S010,2025-06-12 00:54:44,ITEM00185,Toys,3,224.12,672.36,Mobile
W56AWF0TCUKC,S013,2025-06-12 09:32:00,ITEM00424,Home,1,146.17,146.17,Transfer
4X5AIBDXHTF2,S018,2025-06-12T02:23:54,ITEM00576,Groceries,5,27.81,139.05,Mobile
,S007,12-06-25 12:41,ITEM00435,Sports,5,19.91,99.55,Mobile
LY4NFY9N12MH,S018,2025-06-12 07:25:06,ITEM00609,Clothing,5,247.88,1239.40,Transfer
ZVZ8AE2JOKF3,S018,2025-06-12 00:16:53,ITEM00683,Groceries,5,187.50,937.50,Transfer
J27NQYTOH0NH,S005,2025-06-12 15:18:38,ITEM00881,Toys,5,239.60,1198.00,Card
L4BLQJ6276YO,S010,2025-06-12 23:39:22,ITEM00849,Electronics,1,147.76,147.76,Mobile
DVK6FWVR99LS,S013,2025-06-12 02:19:40,ITEM00920,Clothing,5,235.67,1178.35,Transfer
A0ZYE8N5MBM7,S005,2025-06-12 04:11:33,ITEM00491,Home,5,15.06,75.30,Card
1PWEYF5G52S8,S008,2025-06-12 20:14:29,ITEM00386,Sports,4,195.44,781.76,Transfer
A086ALYJ5WW7,S020,2025-06-12 06:05:04,ITEM00409,Electronics,1,470.56,470.56,Cash
2B3EZI0UI1SO,S016,2025-06-12 02:21:07,ITEM00511,Home,1,52.54,52.54,Cash
07SQ2498FG4N,S012,06/12/2025 02:57AM,ITEM00951,Electronics,5,258.85,1294.25,Card
FLTKV5C1SUGS,S006,2025-06-12 11:57:25,ITEM00275,Clothing,2,138.04,276.08,Transfer
BB4KQNK4BOOJ,S005,2025-06-12 08:24:39,ITEM00746,Groceries,5,282.79,1413.95,Card
J0THB6I3TLAS,S014,2025-06-12 15:21:41,ITEM00620,Groceries,5,385.42,1927.10,Mobile
RDFX9Y5EDEW1,S015,2025-06-12 08:39:43,ITEM00733,Sports,2,261.69,523.38,Card
04X7IA2ZET8T,S001,2025/06/12 11:26:22,ITEM00254,Sports,5,215.01,1075.05,Card
0FOJJKMAQJ5R,S016,06/12/2025 06:53PM,ITEM00029,Electronics,2,42.19,84.38,Transfer
VOO1UAPIAR88,S004,2025/06/12 20:20:58,ITEM00778,Toys,2,278.09,556.18,Transfer
KE6XICJKI0JL,S001,2025-06-12 22:15:48,ITEM00381,Groceries,4,379.77,1519.08,Mobile
6VWHJF66VD7W,S002,2025-06-12 17:50:26,ITEM00134,Clothing,1,280.52,280.52,Cash
4HL3BVEANNAL,S017,2025-06-12T07:23:47,ITEM00724,Toys,5,62.83,314.15,Cash
YALNGL8TVFIO,S005,2025-06-12 10:34:58,ITEM00796,Clothing,5,317.06,1585.30,Card
8WALK1CFQMN4,S020,2025-06-12 12:20:43,ITEM00713,Home,3,83.97,251.91,Transfer
