transaction_id,storeid,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method,customer_id
Q7NDCU719DZ1,S015,2025-10-18 18:18:23,ITEM00090,Clothing,4,391.58,1566.32,Mobile,bv2hh4hu
50UEHRS5GPNH,S009,2025-10-18 17:15:18,ITEM00797,Home,3,65.18,195.54,Cash,lv0fsa8m
ATAUQ49BO7NZ,S015,2025-10-18 11:00:23,ITEM00911,Electronics,3,105.61,316.83,Card,1i82i5bn
2XW5YM50QK0A,S007,2025/10/18 16:22:50,ITEM00285,Clothing,5,330.86,1654.30,Mobile,dn6c5022
DFZ68HGM97RJ,S005,2025-10-18 13:07:59,ITEM00380,Home,5,334.38,1671.90,Transfer,ncofo9pl
DM9WG77ZKEP7,S001,2025-10-18 20:07:47,ITEM00100,Home,1,87.81,87.81,Card,pk9ndocz
K4QPSDRWK4OP,S012,10/18/2025 12:07PM,ITEM00925,Toys,1,371.51,371.51,Card,9fae7wj3
LDM1PQF4ZGCV,S006,10/18/2025 10:45PM,ITEM00205,Toys,3,$458.05,$1374.15,Cash,4zbssgqz
MKGF9ERFFA3U,S017,2025-10-18 15:01:38,ITEM00274,Electronics,3,148.77,446.31,Cash,8qjs8nxs
VGUK1A0E6OLO,S006,10/18/2025 02:59AM,ITEM00457,Groceries,5,257.76,1288.80,Mobile,aca0k2ct
Z5RUARPOWGEE,S009,2025/10/18 11:32:49,ITEM00716,Groceries,1,326.87,326.87,Transfer,51fdjiyf
401JGVSUSLGU,S020,2025/10/18 02:54:19,ITEM00564,Electronics,2,488.95,977.90,Mobile,jqjjnlrq
I7QOTJAOKGYE,S007,2025-10-18T12:15:50,ITEM00806,Electronics,3,298.78,896.34,Mobile,e1m8ok5n
GJ4E5V135MVA,S012,2025-10-18 13:40:50,ITEM00403,Home,5,266.49,1332.45,Mobile,kq42ze0e
Y4VUS60ANB2L,S017,2025-10-18 03:07:43,ITEM00349,Electronics,4,113.72,454.88,Transfer,l8lr7opm
8BCETMJY93IB,S020,2025-10-18T02:48:14,ITEM00272,Electronics,1,405.34,405.34,Mobile,oi63vx4r
GCGCFUAGMEUT,S016,2025-10-18 05:47:15,ITEM00470,Toys,2,326.16,652.32,Cash,obmy6tre
5T1JB92YE96K,S020,2025-10-18 12:25:35,ITEM00466,Electronics,2,50.42,100.84,Cash,8lr2aa47
AOPW6OY1FX97,S001,2025-10-18T07:03:35,ITEM00125,Clothing,1,13.01,13.01,Transfer,576ty11j
DPXH9TJJXCI2,S001,2025-10-18T00:05:16,ITEM00131,Sports,3,472.52,1417.56,Mobile,ncyjpc2d
ID2B2NJPPXI4,S019,2025/10/18 08:46:46,ITEM00165,Sports,1,129.58,129.58,Transfer,xwju9hag
G1174R4BBIGZ,S014,2025/10/18 00:43:16,ITEM00783,Toys,5,446.32,2231.60,Card,nlrzfrbe
14NGZFMYUOPJ,S016,2025-10-18 06:00:01,ITEM00389,Sports,3,369.32,1107.96,Cash,51qepd1n
C9V423DQMNKK,S003,2025-10-18 08:00:05,ITEM00845,Sports,5,302.39,1511.95,Mobile,kyl6slfs
8JE6NEP784IN,S013,2025-10-18T22:59:41,ITEM00471,Sports,5,65.12,325.60,Card,wt2ihaq3
GFLMJYYNFOCO;S017;2025-10-18 06:03:52;ITEM00221;Groceries;1;103.09;103.09;Cash;oa7iztv5
G6KZN2XUI4OW,S014,18-10-25 15:20,ITEM00701,Electronics,5,221.98,1109.90,Transfer,qqg3gym5
A2890UMLF1NU,S012,2025-10-18 08:44:47,ITEM00152,Groceries,3,468.72,1406.16,Cash,3gi6la31
OZ9Q7U7A0SFN;S003;2025-10-18T14:39:03;ITEM00665;Clothing;5;185.64;928.2;Mobile;0qyewyzr
3AN0UPPIILDO,S008,10/18/2025 02:29PM,ITEM00468,Groceries,5,27.70,138.50,Mobile,vr5b1r0s
4VLKLYWF7E0D,S008,2025-10-18 17:57:04,ITEM00669,Electronics,1,499.70,499.70,Mobile,dws6jmlc
L1W75C06S7U9,S013,2025-10-18T00:53:09,ITEM00722,Clothing,3,421.82,1265.46,Mobile,2ehpbnfs
T927WYHA9LAE,S013,2025-10-18 15:37:07,ITEM00853,Electronics,2,458.58,917.16,Mobile,iuygoobl
1CFB5BPM9H30,S016,2025-10-18 20:49:14,ITEM00901,Groceries,4,159.51,638.04,Mobile,mzj429as
43MIEVR1DESG,S012,10/18/2025 01:52PM,ITEM00451,Groceries,3,108.83,326.49,Transfer,xc67yqc0
LQEBKN8QB5P8,S020,2025-10-18 11:50:10,ITEM00219,Home,4,153.59,614.36,Mobile,kc12ft59
95PIKGQ4IHRL,S008,2025-10-18 07:20:40,ITEM00105,Electronics,1,154.49,154.49,Card,3kjq36dm
421VZWVLIJ93,S006,2025-10-18 02:40:47,ITEM00916,Electronics,1,451.50,451.50,Transfer,4ed2vsnf
6DNED4JXRFWS,S001,2025-10-18 16:27:02,ITEM00797,Clothing,4,174.95,699.80,Mobile,dppxb91t
NF52W86NSU9Q,S008,2025-10-18 16:48:33,ITEM00355,Groceries,4,250.12,1000.48,Card,grlvzn3l
XFY089OTK7D0,S004,2025-10-18 13:02:36,ITEM00306,Electronics,5,282.51,1412.55,Mobile,wufvpbqq
RPTOZOU7NS1M,S009,2025-10-18 01:44:21,ITEM00636,Electronics,3,148.44,445.32,Cash,pv2hvl5f
Y89TQKF22BSH,S011,2025-10-18 14:03:15,ITEM00056,Clothing,3,419.19,1257.57,Card,mfj8dkk4
E8CBI4V3BAUP,S008,2025/10/18 21:25:06,ITEM00426,Electronics,5,193.27,966.35,Transfer,o59entjx
E7BXNZGARCP2,S011,10/18/2025 12:53PM,ITEM00913,Electronics,4,332.50,1330.00,Transfer,dl71mtxc
NBAIEA884JP7,S013,18-10-25 08:03,ITEM00736,Home,5,221.42,1107.10,Cash,vxw9nfg7
8BVDA7I3ZMY4,S012,2025-10-18 19:11:29,ITEM00202,Sports,1,278.81,278.81,Mobile,qxwqggef
26X8Z9KWRW9B,S002,2025-10-18T10:09:08,ITEM00207,Home,3,227.05,681.15,Transfer,vqzle2mq
PUXF1B352JKU,S018,2025/10/18 14:15:24,ITEM00874,Clothing,5,480.08,2400.40,Mobile,h8c0uf17
1OE9QHYKUPOS,S001,2025-10-18 12:00:20,ITEM00337,Sports,1,44.17,44.17,Transfer,34ysr510
35A5PHAL03O4,S012,2025-10-18 01:01:22,ITEM00644,Home,4,277.88,1111.52,Card,2r9jzf8m
A74LI19ZA96F,S003,2025-10-18 20:46:29,ITEM00903,Sports,3,487.79,1463.37,Card,i1le65a6
ES4RV1OEID3W,S016,18-10-25 16:03,ITEM00126,Home,4,487.18,1948.72,Mobile,t75ghbj4
B0NAR41F9WCS,S010,2025-10-18 12:55:22,ITEM00630,Toys,5,189.45,947.25,Mobile,bmnd234a
HM56K2ZBR484,S014,2025-10-18 08:55:37,ITEM00577,Toys,1,187.64,187.64,Mobile,bi3v1dkt
0DML7UP625UY,S019,2025-10-18 16:42:13,ITEM00481,Electronics,1,104.23,104.23,Card,a6698ltc
4XJ85TKZCUIO,S004,10/18/2025 01:44PM,ITEM00001,Toys,1,42.21,42.21,Mobile,w9riid4r
6F2QWCYNEU9D,S010,2025-10-18 03:24:42,ITEM00748,Clothing,1,149.69,149.69,Mobile,no4sspj0
24MPZQIW8GA7,S002,2025/10/18 21:06:11,ITEM00681,Groceries,5,116.51,582.55,Mobile,n5fb8yfn
BMYDQ8GRKLFD,S008,2025-10-18T13:20:06,ITEM00321,Sports,4,283.46,1133.84,Cash,0scc0udj
2UIQEOJGN4HB,S020,18-10-25 23:42,ITEM00607,Clothing,5,16.27,81.35,Card,bzoedl1y
457WY0KREZ7K,S006,2025-10-18 16:28:57,ITEM00990,Toys,4,$465.9,$1863.6,Cash,lrw9ipmt
PJX5MTC6HZHG,S005,2025-10-18 16:09:18,ITEM00031,Clothing,1,57.62,57.62,Mobile,szoqfdws
3WSW1SILUBHB,S003,2025-10-18 22:05:58,ITEM00091,Sports,5,12.10,60.50,Card,8y31wow1
ZTTXMIJ0NPBG,S004,2025-10-18 07:31:39,ITEM00957,Groceries,2,308.61,617.22,Transfer,2qaoff90
54SKV1HG6LTV,S017,2025-10-18 06:53:11,ITEM00723,Clothing,5,362.08,1810.40,Mobile,ofdrclbh
KL3CR6P2I63F,S008,2025-10-18 23:43:15,ITEM00368,Electronics,4,187.12,748.48,Mobile,4n0w9ybz
QNR5XEC28V7X,S017,2025-10-18 08:28:50,ITEM00111,Clothing,2,70.80,141.60,Mobile,6jgackw5
KWCIMDUJEDUI,S008,2025-10-18 04:16:57,ITEM00027,Groceries,1,206.06,206.06,Transfer,u1pys71s
MGOJTALKYD6N,S012,2025-10-18 04:14:58,ITEM00051,Sports,5,477.60,2388.00,Mobile,7em7x47y
QLMZ1DCSIT5X,S001,2025-10-18 16:05:56,ITEM00248,Clothing,5,97.92,489.60,Card,87bivvx6
1KYUZVDMHMHD,S012,18-10-25 15:49,ITEM00182,Electronics,1,15.30,15.30,Cash,wyhfajqj
6KH36KVMZ5IO,S012,10/18/2025 04:17PM,ITEM00459,Electronics,4,443.55,1774.20,Card,07grzkvs
TPMTSQ33YGYC,S006,2025-10-18 14:37:04,ITEM00446,Home,3,496.29,1488.87,Mobile,4r7vc17v
GW83DAOVHMGY,S011,2025-10-18 00:23:10,ITEM00384,Clothing,5,207.31,1036.55,Card,7i6m2mvn
C7SA7S5VHIIC,S010,2025-10-18 15:33:27,ITEM00039,Groceries,5,364.21,1821.05,Card,yih5x6qo
JFFRHXEV7P43,S011,2025-10-18 13:02:56,ITEM00234,Home,4,242.56,970.24,Mobile,q8ggifzx
YMEYFE0VV4PM,S016,2025-10-18 16:45:46,ITEM00808,Sports,2,306.29,612.58,Mobile,697j7ddk
74JATU868H39,S012,2025-10-18 14:55:25,ITEM00191,Toys,1,350.93,350.93,Mobile,g6np2ltf
6VFYNUAUM0SU,S002,2025-10-18 14:49:43,ITEM00507,Home,5,119.94,599.70,Transfer,6o7fbory
QN6WAHYTNZO0,S012,2025-10-18 12:01:26,ITEM00707,Sports,4,338.69,1354.76,Cash,hw3vvja2
JE14IRZ2U89F,S017,2025-10-18 08:09:01,ITEM00988,Groceries,2,191.14,382.28,Mobile,eajbwokm
7SWBQOFB0TBV,S002,10/18/2025 07:42PM,ITEM00321,Groceries,5,65.74,328.70,Transfer,ok21qm3c
SPHL2LQ446JJ,S015,2025-10-18 19:29:43,ITEM00650,Home,3,47.74,143.22,Transfer,ywikrw2k
H1JEOIP9DD6T,S016,2025-10-18 01:33:17,ITEM00554,Toys,3,77.47,232.41,Cash,two9jfoq
WUULKD8WH98E,S005,10/18/2025 12:14PM,ITEM00753,Home,3,414.14,1242.42,Mobile,s9ulst2m
CMW7OL9S1WTL,S012,2025-10-18 09:08:53,ITEM00716,Electronics,1,367.33,367.33,Cash,0k462p9y
WQ5NTCCFUXG3,S003,2025-10-18 11:16:08,ITEM00265,Sports,1,14.48,14.48,Card,pmvordsr
O6BV0U3ZDUYK,S007,2025-10-18 04:40:55,ITEM00396,Sports,3,272.50,817.50,Transfer,ojoixdbe
D2B8ZFJV3YAF,S016,18-10-25 16:21,ITEM00657,Home,3,103.42,310.26,Transfer,wcq917kl
AIN24GS5YRHN,S004,2025-10-18 17:36:58,ITEM00108,Sports,1,10.34,10.34,Card,h19agn3k
2V8YIW91PQK4,S017,2025/10/18 23:53:24,ITEM00506,Groceries,4,28.08,112.32,Cash,6yv9tpzv
5ETXKHIDFRD3,S011,2025-10-18 11:03:53,ITEM00934,Clothing,2,314.67,629.34,Cash,yyg9rxwm
9KSJSMUAAW6Z,S011,2025-10-18 00:28:28,ITEM00150,Electronics,5,43.30,216.50,Mobile,dacyzfl7
OJFDOUCPBN6N,S011,2025-10-18 11:18:30,ITEM00491,Toys,3,485.01,1455.03,Transfer,b9mey31h
LJ3AG197YTR0;S009;18-10-25 10:21;ITEM00970;Electronics;2;499.5;999.0;Card;pwimyahy
0ZCCKO74CZ4C,S001,2025-10-18 03:26:16,ITEM00946,Home,1,452.44,452.44,Card,8w73kuy8
QYVAZ00M6Z3V,S017,2025-10-18 02:20:25,ITEM00732,Sports,1,465.35,465.35,Mobile,p5r344jl
YT2QM9S7GXN9,S008,2025-10-18 08:49:17,ITEM00679,Sports,4,82.40,329.60,Transfer,jh7bruj6
CUV4PQF6OGC4,S010,10/18/2025 10:13PM,ITEM00548,Toys,3,352.26,1056.78,Card,p91m7zif
LV6GUGKH7R0C,S007,2025-10-18 01:51:46,ITEM00922,Toys,1,122.00,122.00,Transfer,z4aookpa
OUM4P0D6B9ZU,S018,2025-10-18 03:48:52,ITEM00559,Toys,-5,259.59,1038.36,Card,4uykst2j
PAFVF397GH1G,S002,10/18/2025 06:40AM,ITEM00159,Groceries,5,234.22,1171.10,Card,u93d2ryk
HV88V6BXZ9CF,S010,18-10-25 15:23,ITEM00491,Electronics,1,86.68,86.68,Transfer,cl6and2l
2EE9THZ9949R,S012,2025-10-18T08:49:07,ITEM00023,Home,2,368.17,736.34,Transfer,rhs60c1d
N82QJRLLODD0,S007,2025/10/18 02:14:07,ITEM00609,Clothing,3,28.42,85.26,Mobile,q3kwodrp
8T84C6PV76FL,S003,2025-10-18 06:12:03,ITEM00060,Home,2,291.37,582.74,Mobile,7ze88ff9
YXR1TINFJSKH,S014,2025-10-18 22:48:26,ITEM00122,Groceries,1,282.88,282.88,Card,60jnfr98
DY1BMW5ZRJAN,S015,2025-10-18 17:31:40,ITEM00663,Home,1,313.45,313.45,Transfer,2vlbawq4
JPXACVR9PCVO,S018,2025/10/18 22:32:32,ITEM00690,Groceries,1,146.48,146.48,Transfer,suqvyqyl
R94XGPD7BCBV,S003,10/18/2025 03:27AM,ITEM00112,Clothing,3,57.22,171.66,Mobile,ml96u9ci
AUE1WJ592H1X,S005,2025-10-18 21:18:43,ITEM00876,Electronics,3,141.05,423.15,Mobile,2n2chage
IARBLGSVSG9H,S013,10/18/2025 03:50PM,ITEM00801,Home,5,485.23,2426.15,Cash,aelavadi
7RR7Q1QIQEHF,S019,2025-10-18T16:34:27,ITEM00168,Electronics,5,42.43,212.15,Card,c6jessnk
AR05SU7WEJUH,S009,2025-10-18 23:38:37,ITEM00988,Toys,4,165.23,660.92,Transfer,2acxpb2z
X5MYUTKZJY22,S007,2025-10-18 02:51:11,ITEM00001,Electronics,4,254.81,1019.24,Transfer,adt87q9t
LW0RVHMB614Y,S018,10/18/2025 11:21PM,ITEM00923,Groceries,4,370.58,1482.32,Mobile,9m89odqm
T7RNDUUD2WPP,S018,2025-10-18T05:48:14,ITEM00577,Toys,-4,281.58,563.16,Transfer,yinssba1
8QR8UPUKFF24,S019,2025-10-18 19:20:53,ITEM00814,Clothing,4,401.15,1604.60,Mobile,ug5ybnxu
J95T2QZKCTSQ,S009,2025-10-18 20:33:59,ITEM00730,Electronics,1,114.38,114.38,Mobile,u9fdsc31
C393WS99HCR0,S016,2025-10-18T08:04:52,ITEM00074,Electronics,5,493.43,2467.15,Mobile,l3v2tqt0
5NXR50I2GQJ9,S001,2025/10/18 00:23:05,ITEM00681,Clothing,1,281.00,281.00,Mobile,a8598aks
0HT5IPJ0VL15,S010,2025-10-18 14:43:48,ITEM00780,Home,1,434.68,434.68,Card,fa0omm66
JH75RK4JJ2P1,S020,2025/10/18 10:19:23,ITEM00690,Sports,5,236.25,1181.25,Card,94258a04
0X6EDJ5W5CUU,S009,2025-10-18 13:56:09,ITEM00734,Clothing,3,19.02,57.06,Cash,h893i0h9
A1QPROA6L1Q7,S014,10/18/2025 02:11PM,ITEM00188,Electronics,5,296.71,1483.55,Cash,9u7h2s4p
QXMDXNQ7JSP9,S008,2025-10-18 19:32:33,ITEM00688,Home,5,470.99,2354.95,Transfer,wt1zp03f
J8YT33ERMW5H,S005,10/18/2025 12:47PM,ITEM00438,Sports,4,68.77,275.08,Cash,f6xm10c8
OUMFD5AINC5H,S015,2025-10-18 07:27:03,ITEM00279,Sports,1,340.54,340.54,Transfer,ns5sc2qs
IN46HBTM6BV3,S017,10/18/2025 11:28AM,ITEM00641,Groceries,1,207.54,207.54,Transfer,kretel70
DTN2SJ27RBI4,S003,2025-10-18 20:51:33,ITEM00796,Home,5,312.35,1561.75,Transfer,e8w1s78o
5W1ZIWGPGLSQ,S014,2025-10-18 00:44:16,ITEM00218,Groceries,1,247.08,247.08,Mobile,zj4qsooy
XXDXO7SF9H83,S004,18-10-25 00:56,ITEM00836,Electronics,3,286.55,859.65,Mobile,gyxge16u
9Y2WTG1B9IBT;S012;2025-10-18 07:31:46;ITEM00290;Electronics;3;202.3;606.9;Cash;hrtcym63
4FQH0FRKR5K7,S011,2025-10-18 22:18:42,ITEM00270,Sports,2,239.19,478.38,Cash,5u597txb
O8KJVHHBUVPO,S014,18-10-25 19:42,ITEM00493,Groceries,1,217.28,217.28,Cash,vgor4hnj
OHD5B08YCQHC,S004,2025-10-18 22:44:46,ITEM00024,Groceries,2,299.52,599.04,Cash,qa75slvt
M85R0DBLXKD5,S020,2025-10-18 01:21:49,ITEM00539,Groceries,5,182.17,910.85,Transfer,yjyt6sye
JG1FZNSA34Q8,S014,2025-10-18 03:18:00,ITEM00783,Clothing,5,263.13,1315.65,Cash,mmrkry26
BLPBGN09IW0Q,S001,2025-10-18T19:32:27,ITEM00363,Home,5,183.90,919.50,Card,ciyotnqf
8E5PBG0MO0NK;S016;10/18/2025 06:03AM;ITEM00958;Home;5;56.6;283.0;Cash;kjuj45qm
L9BR7GOZZJQL,S003,2025-10-18 20:06:35,ITEM00255,Clothing,1,402.16,402.16,Transfer,e3yrx8h9
R7DPI4DEO9S4,S020,2025-10-18 13:12:28,ITEM00384,Clothing,5,183.90,919.50,Card,5pvp2q7y
5CCCAT74AU2A,S005,2025-10-18 02:23:08,ITEM00758,Clothing,3,81.03,243.09,Transfer,4utzp9sn
KAPWT2HNBPV8,S007,2025-10-18 17:05:09,ITEM00337,Sports,1,$349.15,$349.15,,txt5iyba
7YO5215CJQXF,S003,2025-10-18 23:04:30,ITEM00151,Groceries,1,7.46,7.46,Card,z7ohxlmm
KGZ3RSFNWFTQ,S015,2025-10-18 06:34:02,ITEM00978,Clothing,4,397.58,1590.32,Cash,92x7nifg
QMLTH7ZCBULX,S018,2025/10/18 20:07:41,ITEM00729,Toys,4,10.92,43.68,Transfer,upnzwrvk
F8HKM0HHYTS8,S005,2025-10-18 11:29:38,ITEM00030,Sports,2,155.08,310.16,Transfer,ga0vaqd4
IBDVCTDCXZF2,S015,10/18/2025 06:14PM,ITEM00682,Home,3,275.38,826.14,Card,r4kstz11
4TNIZ5CYMD54,S014,2025/10/18 19:37:29,ITEM00982,Sports,1,155.18,155.18,Cash,pak2pz64
81TLB8C1MY7F,S012,2025-10-18 18:38:36,ITEM00657,Toys,1,214.62,214.62,Mobile,7gk0kftj
8TWLHYNYXM96,S002,2025/10/18 12:33:23,ITEM00417,Toys,4,288.34,1153.36,Cash,po3xo6fy
1ZUT2L0167VO,S016,2025-10-18 05:47:33,ITEM00102,Groceries,5,333.63,1668.15,Mobile,aba2hj27
7I8CT3K7Y6CN,S017,2025-10-18 08:50:23,ITEM00618,Electronics,4,167.38,N/A,Mobile,v1nwhah1
5J8W1ETKZ82Q,S018,2025-10-18T05:33:00,ITEM00273,Groceries,1,213.41,213.41,Mobile,dwqjvypj
MPEGT6588XMI,S011,10/18/2025 06:03AM,ITEM00509,Sports,2,64.97,129.94,Cash,jopd3o4m
4F4G9UUIHEOR,S018,2025-10-18T21:21:19,ITEM00462,Home,3,482.52,1447.56,Mobile,vxd9kpue
5N3XV0ZU8NUZ,S009,2025-10-18 23:05:01,ITEM00290,Sports,5,13.27,66.35,Card,wvznvnq9
C3HPZNYOYD46,S020,2025-10-18 02:39:53,ITEM00280,Clothing,4,194.60,778.40,Mobile,kcrl2teq
4FTP1ST3YQAB,S007,2025-10-18 09:26:29,ITEM00678,Electronics,4,347.51,1390.04,Transfer,8b5xsxua
ZF7W4N3AJTBO,S013,18-10-25 09:14,ITEM00478,Toys,1,171.50,171.50,Transfer,ktdvxplz
MXLAPRTRI707,S014,2025-10-18 16:23:44,ITEM00755,Sports,1,434.76,434.76,Cash,du0upyw6
KVTNYYM81F8M,S002,10/18/2025 03:50AM,ITEM00743,Toys,1,391.45,391.45,Mobile,3glhdnb4
2PI75FRP5N1K,S005,2025-10-18 22:48:51,ITEM00688,Sports,3,109.25,327.75,Card,72hj7wx6
UL4ILKPX4VM2,S018,2025-10-18 20:09:01,ITEM00308,Electronics,4,256.97,1027.88,Cash,uy3xdojy
GT54R6Z2RBKZ,S003,18-10-25 06:00,ITEM00299,Electronics,4,461.60,1846.40,Transfer,egt1rxnp
8G1ZTAKQSJU8,S020,2025/10/18 17:49:15,ITEM00873,Toys,2,456.12,912.24,Card,1nxfgd3h
HRRSSR432IFB,S001,2025-10-18 15:13:54,ITEM00733,Electronics,3,357.77,1073.31,Cash,bkk1ejf3
E8XQ4JLRGP5Z,S020,2025-10-18 22:31:49,ITEM00165,Toys,3,445.50,1336.50,Mobile,j14ijxyy
KWLIBXB4FR6R,S013,2025-10-18 08:24:16,ITEM01000,Electronics,3,54.74,164.22,Transfer,qf5i0vbb
JER26I1Y1DK8,S003,2025/10/18 07:48:41,ITEM00424,Home,4,461.60,1846.40,Cash,ztasrr9q
D0KPVM1N331J,S001,2025-10-18 00:07:07,ITEM00945,Groceries,1,375.66,375.66,Mobile,e3m9cph7
RXOI93AYIE2N,S011,2025-10-18 23:09:49,ITEM00693,Toys,5,225.68,1128.40,Cash,y36a90rg
0K901R3MCYIV,S016,18-10-25 22:06,ITEM00940,Toys,4,404.94,1619.76,Mobile,7xa2wz22
FEAIB3MVM9P3,S006,2025-10-18T00:00:54,ITEM00932,Groceries,3,419.59,1258.77,Cash,xdg5g2fn
LIMRUTL60RV6,S002,2025-10-18 21:26:30,ITEM00340,Groceries,5,71.69,358.45,Transfer,4azrgser
67AT6UEMX85H,S006,18-10-25 06:44,ITEM00336,Sports,5,458.86,2294.30,Mobile,uriaom18
6A475PQMT5OP,S008,2025-10-18T15:54:09,ITEM00805,Home,2,185.66,371.32,Cash,f80erm9w
W2N2IMAWQ49Q,S003,2025-10-18 01:49:01,ITEM00092,Groceries,1,386.67,386.67,Transfer,4vwvjika
ZOG099FORMUC,S016,10/18/2025 09:36PM,ITEM00089,Home,1,470.77,470.77,Cash,wrsjw5o8
3DFI17YG667A,S010,2025-10-18 15:36:02,ITEM00758,Electronics,5,379.39,1896.95,Transfer,ah57qoys
YQMQTIC78HHU,S012,10/18/2025 01:22AM,ITEM00473,Toys,3,279.91,839.73,Cash,1myrm4m5
UBJV68QHGKYD,S015,2025-10-18 07:11:11,ITEM00591,Home,4,406.47,1625.88,Card,ng44dies
UY3QTPD5WPL7,S006,06/31/2024 12:00,ITEM00667,Sports,1,336.92,336.92,Cash,er6um4bm
Z8PB1TR0MZ4O,S016,2025-10-18 18:07:18,ITEM00604,Sports,1,322.23,322.23,Mobile,16tunftv
4C1Y3LF4Z2NO,S005,2025-10-18 11:08:02,ITEM00446,Home,5,296.28,1481.40,Cash,v18cxyh8
IYQEWKRS27BM,S013,18-10-25 11:35,ITEM00594,Clothing,5,284.80,1424.00,Transfer,j2vr3svb

2DXP1PDV6GCZ,S002,2025-10-18 00:21:05,ITEM00603,Toys,4,205.76,823.04,Transfer,rtp44iaw
